Product Code/SKU,Product Name,Product Description,Arranger,Difficulty,Ensemble
7348,Beer Barrel Polka (TTBB) (arr. BHS),TTBB | Arranged by the Barbershop Harmony Society | Available in US and Canada,Barbershop Harmony Society,1,TTBB
206859,Being with You (TTBB) (arr. Delehanty),TTBB | Arranged by Steve Delehanty | Available for all territories ,,4,
211535,Best of the Suntones - Songbook,"TTBB | Collection of nine songs recorded and made popular by the Suntones quartet, 1961 BHS Champion. | Featuring arrangements by Gene Cokeroft, Walter Latzko, and Bill Wyatt | Print Edition | Available in US and Canada <ol> <li>After You've Gone</li> <li>As Time Goes By</li> <li>The Chordbuster's March</li> <li>Dannyboy</li> <li>Jezebel</li> <li>Show Me Where the Good Times Are</li> <li>That Old Black Magic</li> <li>They Wrote 'Em in the Good Ol' Days</li> <li>Where Is Love?</li> </ol>   ",Gene Cokeroft,,
7266,Betty Co-Ed (TTBB) (arr. Baird),Arranged by: Jack Baird,Jack Baird,2,
8076,"Bill Bailey, Won't You Please Come Home (TTBB) (arr. Gray)","TTBB for low voices, arranged by Don Gray | from the Harmony Heritage Songs series | With appreciation to Society Volunteer Doug Arrington for updating this publication from the original octavo format",Don Gray,4,
201315,Birth Of the Blues (TTBB) (arr. Payne),"TTBB, arranged by Roger Payne | as sung by BSQ",Roger Payne,4,
211162,Bless The Broken Road (SSAA) (arr. Prietto),SSAA | Arranged by Carole Prietto | Licensed for US and Canada,Carole Prietto,2,
212484,Blue Moon of Kentucky (SSAA) (arr. Dale),"SSAA, for female voices | Arranged by Aaron Dale (formerly #200882) | Print version | Available in USA only ",Aaron Dale,4,
212109,Blue Moon of Kentucky (TTBB) (arr. Dale),TTBB | Arranged by Aaron Dale (formerly #200881) | Print version | Available in USA only ,Aaron Dale,4,
211636,Blue Shadows on the Trail (TTBB) (arr. Nicholas),TTBB | Arranged by ,Jon Nicholas,2,
211587,Blue Skies (TTBB) (arr. Hine),TTBB | Arranged by Clay Hine (formerly #113784) | from Betsy | as sung by Keepsake | Available in US and Canada,Clayton Hine,4,
211596,Blue Skies (TTBB) (arr. Waesche),TTBB | Arranged by Ed Waesche (formerly #110258) | from Betsy | Available in US and Canada,Ed Waesche,3,
208826,Blue Velvet (TTBB) (arr. Kimball),"TTBB, arranged by Curt Kimball | as sung by Keepsake Quartet | Available to US and Canada ",Curt Kimball,3,
210258,Bohemian Rhapsody (TTBB) (arr. Sharon & Scott),"TTBB | Arrangement by Deke Sharon & Adam Scott | as sung by Queen | Print version | Available in the United States, Canada, United Kingdom, Europe, Hong Kong, People’s Republic of China, Taiwan, South Korea, Singapore, Thailand, Malaysia, Vietnam, Laos, Brunei, Burma, Cambodia, Indonesia, and the Philippines  ",Deke Sharon & Adam Scott,5,
214232,Boot Scootin' Boogie (SATB) - arr. Dan Wessler,"SATB for mixed voices, arranged by Dan Wessler | as sung by New Tradition Chorus | Available in US and Canada | Thanks to Society volunteer Mike Rosen for his assistance in the production of this arrangement!     ",Dan Wessler,2,
214231,Boot Scootin' Boogie (SSAA) - arr. Dan Wessler,"SSAA for  high voices, arranged by Dan Wessler | as sung by New Tradition Chorus | Available in US and Canada | Thanks to Society volunteer Mike Rosen for his assistance in the development of this arrangement!     ",Dan Wessler,2,
214230,Boot Scootin' Boogie (TTBB) - arr. Dan Wessler,"TTBB for low voices, arranged by Dan Wessler | as sung by New Tradition Chorus | Available in US and Canada | Thanks to Society volunteer Mike Rosen for his assistance in the development of this arrangement!     ",Dan Wessler,2,
212166,Bread and Gravy (TTBB) (arr. Wright),TTBB | Arranged by David Wright (formerly #205056) | as sung by Crossroads | Available in US and Canada,David Wright,5,TTBB
213451,Breaking Up Is Hard To Do (SATB) (arr. Campbell),"SATB, for mixed voices | Arrangement by Tom Campbell | Available in the United States, Canada, United Kingdom, Europe, Hong Kong, People’s Republic of China, Taiwan, South Korea, Singapore, Thailand, Malaysia, Vietnam, Laos, Brunei, Burma, Cambodia, Indonesia and the Philippines ",Tom Campbell,2,SATB
213449,Breaking Up Is Hard To Do (SSAA) (arr. Campbell),"SSAA, for female voices | Arrangement by Tom Campbell | Available in the United States, Canada, United Kingdom, Europe, Hong Kong, People’s Republic of China, Taiwan, South Korea, Singapore, Thailand, Malaysia, Vietnam, Laos, Brunei, Burma, Cambodia, Indonesia and the Philippines ",Tom Campbell,2,SSAA
8643,Breaking Up Is Hard To Do (TTBB) (arr. Campbell),,Tom Campbell,2,
8515,Bright Was The Night (TTBB) (arr. SPEBSQSA),"Arranged by: S.P.E.B.S.Q.S.A., Inc.",Inc. SPEBSQSA,1,
8820,Bright Was the Night (TTBB) (arr. Wright),"TTBB, arranged by David Wright | Available to all customers",David Wright,4,
7531,Bring Back Those Days (TTBB) (arr. Waesche),"Bring Back Those Days (Of the Song and Dance Man), arranged by Ed Waesche for TTBB voices | from the Barbershop Songs for Men series",Ed Waesche,2,
203932,Bring Back Those Good Old Days (TTBB) (arr. BHS),"TTBB, arranged by the Barbershop Harmony Society | as sung by The Boston Common | available for all territories ",BHS,,
7542,Bring Back Those Vaudeville Days (TTBB) (arr. Liles),"TTBB, arranged by  Joe Liles - Original work by Joe Liles and Frank Marzocco | Available in all territories",Joe Liles,2,
202167,Bring Him Home (SSAA) (arr. Hasty),"SSAA, for female voices | Arranged by Rich Hasty | Song from the musical ""Les Miserables"" | Arrangement from the Barbershop Harmony Society Afterglow Series | Available in US and Canada",Richard Hasty,,
8201,Bring Him Home (TTBB) (arr. Hasty),"TTBB, arranged by Rich Hasty | from the musical ""Les Miserables"" | Arrangement from the Barbershop Harmony Society Afterglow Series | Available in US and Canada",,,
7539,Broadway On Opening Night (TTBB) (arr. Liles),Arranged by: Joe Liles,Joe Liles,2,
7049,Broadway Rose (TTBB) (arr. Burnett),"TTBB, arranged by Dennis Burnett | Available for the U.S. and Canada ",Dennis Burnett,2,TTBB
7123,By the Beautiful Sea (TTBB) (arr. Hicks),"TTBB, arr. Val Hicks",Val Hicks,2,
8090,By The Light Of The Silvery Moon (TTBB) (arr. Hicks),"TTBB, arranged by Val Hicks ",Val Hicks,2,
205247,Bye Bye Blackbird (TTBB) (arr. Beck/Senter),TTBB | Arranged by Brian Beck and Mike Senter | As sung by the Side Street Ramblers | Available in US and Canada,Brian Beck,3,
7068,Bye Bye Blues (TTBB) (arr. Hicks),"Words and Music by Fred Hamm, Dave Bennett, Bert Lown, and Chauncey Gray. Arranged by Val Hicks. Bourne Music Publication | TTBB.",Val Hicks,2,
8405,Bye Bye Blues (TTBB) (arr. SPEBSQSA),"By Fred Hamm, Dave Bennett, Bert Lown, and Chauncey Gray | Arrangement adapted by SPEBSQSA from performances by CHORD BUSTERS QUARTET (1941 International Champions), GAYNOTES QUARTET (1958 International Champions), THE SUNTONES QUARTET (1961 International Champions), and many others. a Bourne Music Publication | TTBB | Available for all territories | Not available as a digital download.",BHS,4,TTBB
214083,Bye Bye Love (SATB) (arr. Gentry) ,"SATB, for mixed voices | Arranged by Tom Gentry (formerly credited to BHS) ",Tom Gentry,2,SATB
206953,Bye Bye Love (SSAA) (arr. Gentry) ,"SSAA, for female voices | Arranged by Tom Gentry (formerly credited to BHS) | Available in USA and Canada",Tom Gentry,2,SSAA
8610,Bye Bye Love (TTBB) (arr. Gentry)(Formerly arr. SPEBSQSA),TTBB | Arranged by Tom Gentry (formerly credited to BHS) | Available in USA and Canada This arrangement matches BHS Learning Tracks #11283 ,Tom Gentry,2,TTBB
212228,Calendar Girl (TTBB) (arr. Nicholas),"TTBB | Arranged by Jon Nicholas (formerly # 114590) | Available in US, CAN, UK, EUROPE, HONG KONG, PEOPLE'S REPUBLIC OF CHINA, TAIWA, SOUTH KOREA, SINGAPORE, THAILAND, MALAYSIA, VIETNAM, LAOS,BRUNEI, BURMA, CAMBODIA, INDONESIA, PHILIPPINES",,3,
211589,California Dreamin' (TTBB) (arr. Johnson),TTBB | Arranged by Joe Johnson (formerly #203387) | Available in US and Canada *International customers may purchase a digital version of this arrangement through ,Joe Johnson,2,
202089,California Here I Come (Dealer's Choice version) (TTBB) (arr. Stevens),TTBB | Arranged by Dave Stevens | as sung by Dealer's Choice | Available in US and Canada,Dave Stevens,2,
7022,California Here I Come (TTBB) (arr. Stevens),TTBB | Arranged by Dave Stevens | Available in US and Canada Note:  Dealer's Choice version of this arrangement is BHS #202089 / #202089DL  ,Dave Stevens,1,
7522,Call It Nostalgia (TTBB) (arr. Stahl),"Words, Music, and Arrangement by Charles Stahl  | For TTBB voices | With appreciation to BHS publications volunteer Brian Ayers for converting this arrangement from the original octavo format!",,2,
7217,Can You Bring Back The Heart I Gave You? (TTBB) (arr. Szabo),"TTBB, for low voices | Arranged by Burt Szabo",Burt Szabo,2,
213214,Can You Feel the Love Tonight? (SATB) (arr. J. Dale),"SATB, for mixed voices | Arranged by June Dale | from Disney's The Lion King | Available for US & Canada only   ",June Dale,2,SATB
213212,Can You Feel the Love Tonight? (SSAA) (arr. J. Dale),"SSAA, for female voices | Arranged by June Dale | from Disney's The Lion King | Available in US and Canada ",June Dale,2,SSAA
8203,Can You Feel the Love Tonight? (TTBB) (arr. J. Dale),TTBB | Arranged by June Dale | from Disney's The Lion King | Available for US & Canada only.,June Dale,2,
211412,Can't Stop the Feeling (SSAA) (arr. Dale),,Aaron Dale,4,
211411,Can't Stop the Feeling (TTBB) (arr. Dale),,Aaron Dale,4,
213396,Can't Stop the Feeling! (SATB) (arr. Dale),"SATB, for mixed voices | Arrangement by Aaron Dale | as sung by Justin Timberlake | from the DreamWorks Animation film Trolls | Available in US and Canada ",Aaron Dale,4,SATB
7372,Can't You Hear Me Calling Caroline (TTBB) (arr. Perry),Arranged by: Louis Perry,Louis Perry,3,
202590,Carolina In The Morning (TTBB) (arr. Waesche),"Arranged by: Waesche, Ed",Ed Waesche,2,
7293,Carolina Rolling Stone (TTBB) (arr. Szabo),Arranged by: Burt Szabo,Burt Szabo,4,
8807,Caroline (TTBB) (as sung by the Boston Common),"TTBB | Arranged by Larry Cole, Wally Cluett, and The Boston Common | As sung by The Boston Common | Available in US and Canada","Cole, Cluett, and the Boston Common",2,TTBB
7297,"Caroline, I'm Coming Back To You (TTBB) (arr. Hopkins)","Arranged by: Hopkins, Rob",Rob Hopkins,4,
6401,Cecilia  (TTBB) (arr. Hicks),"Bourne Music Publication | TTBB, arranged by Val Hicks",Val Hicks,2,
205682,Celebrate Harmony (Show Opener / Closer) (TTBB) (arr. Liles),"TTBB, composed and arranged by Joe Liles for the 75th Anniversary of the Barbershop Harmony Society  | Available for all territories",Joe Liles,2,
211443,Change the World (SATB) (arr. Sharon & Wright),"SATB, for mixed voices | Arranged by Deke Sharon & David Wright | as sung by Eric Clapton | Available in US and Canada ",Deke Sharon & David Wright,3,
211300,Change the World (SSAA) (arr. Sharon & Wright),"SSAA, for female voices | Arranged by Deke Sharon & David Wright | as sung by Eric Clapton | Print version | Available in US and Canada ",Deke Sharon & David Wright,3,
211164,Change the World (TTBB) (arr. Sharon & Wright),TTBB | Arranged by Deke Sharon & David Wright | as sung by Eric Clapton | Print version | Available in US and Canada ,Deke Sharon & David Wright,3,
7218,Charleston (TTBB) (arr. Briner),"TTBB, arranged by Dave Briner | Available in US ",Dave Briner,2,
212485,Cheek to Cheek (SSAA) (arr. Waesche),SSAA | Arranged by Ed Waesche (formerly #113869) | ,Ed Waesche,1,SSAA
212152,Cheek to Cheek (TTBB) (arr. Waesche),TTBB | Arranged by Ed Waesche (formerly #110390) | ,Ed Waesche,1,TTBB
211612,Choc'late in My Stocking (TTBB) (arr. Dale),TTBB | Arranged by Aaron Dale (formerly #203091) | Available Worldwide,Aaron Dale,3,
210298,"CHRISTMAS COLLECTION Sing in the Barbershop Quartet, Volume 5","These great collections let men sing four-part a cappella harmony with a professionally recorded barbershop quartet. The books include TTBB parts and the CDs feature full performances. Just turn on the CD, open the book, pick your part, and sing along!<br /><br />Songs in this Christmas edition include: Do You Hear What I Hear (Arr. Joe Liles) &bull; (There's No Place Like) Home for the Holidays (Arr. Burt Szabo) &bull; I'll Be Home for Christmas (Arr. SPEBSQSA) &bull; It's Beginning to Look like Christmas (Arr. Willis A. Diekema) &bull; Let It Snow! Let It Snow! Let It Snow! (Arr. Joe Liles) &bull; Little Saint Nick (Arr. Jon Nicholas) &bull; We Need a Little Christmas (Arr. Dave Briner) &bull; White Christmas (Arr. Mac Huff)",,,
211656,Christmas Time Is Here (TTBB) (arr. Nicholas),TTBB | Arranged by Jon Nicholas (formerly #206399) | from A Charlie Brown Christmas | Available Worldwide,Jon Nicholas,2,
205532,Cinderella (TTBB) (arr. Cokeroft),"TTBB, arranged by Gene Cokeroft | as sung by the Hurricane Honeys and the Golden Staters | Available in all territories",Gene Cokeroft,3,
212126,Circle Of Life (TTBB) (arr. Jacobson),TTBB | Arranged by Jake Jacobson (formerly #208613) | from The Lion King | Available Worldwide,Jake Jacobson,2,TTBB
7222,Circus Day In Dixie (TTBB) (arr. Waesche),"Arranged by: Waesche, Ed",Ed Waesche,4,
214366,Closer to Fine (SSAA) (arr. Dougherty),"SSAA, for high voices | As sung by The Indigo Girls | Arranged by Jay Dougherty",Jay Dougherty,3,
7729,Cocktails For Two (TTBB) ,From the Paramount film Murder At The Vanities | TTBB | Arrangement by the Barbershop Harmony Society | With appreciation to Society Volunteer Brian Ayers for updating the format of this classic arrangement,Barbershop Harmony Society,3,
7708,College Years (TTBB) (arr. Gentry) ,"TTBB, arranged by Tom Gentry | from the Barbershop Show Tunes series | With appreciation to BHS publications volunteer Brian Ayers for converting this arrangement from the original octavo format!",Tom Gentry,1,
7271,Collegiate Love (TTBB) (arr. Driscoll),"TTBB, arranged by Dennis Driscoll | With appreciation to BHS publications volunteer Brian Ayers for converting this arrangement from the original octavo format",Dennis Driscoll,2,
212133,Come Dance with Me with Come Fly with Me (TTBB) (arr. Keller),TTBB | Arranged by Kevin Keller (formerly #110428) | Available in US and Canada,Kevin Keller,3,
213394,Come Fly With Me (SATB) (arr. Keller),"SATB, for mixed voices | Arrangement by Kevin Keller | as sung by OC Times Quartet | Available in US and Canada ",Kevin Keller,4,SATB
211345,Come Fly with Me (SSAA) (arr. Keller),"SSAA, for female voices | Arranged by Kevin Keller | as sung by OC Times Quartet | Available in US and Canada",Kevin Keller,4,
210606,Come Fly with Me (TTBB) (arr. Keller),TTBB | Arranged by Kevin Keller | as sung by OC Times Quartet | Available in US and Canada ,,4,
214126,Come On Get Happy (SATB) (arr. Dale) ,"Theme from the television series The Partridge Family | SATB, for mixed voices | Arranged by Aaron Dale   ",Aaron Dale,4,SATB
211687,Come On Get Happy (SSAA) (arr. Dale) ,"Theme from the television series The Partridge Family | SSAA, for high voices | Arranged by Aaron Dale<br />",Aaron Dale,4,
212626,Come What May (8-part M/W) (arr. Hicks),SATB/Mixed (8-part) | Arranged by Theo Hicks | Print version | from the motion picture Moulin Rouge!  | Available in US and Canada ,Theo Hicks,4,
212408,Come What May (SSAA) (arr. Keller),"SSAA, for female voices | Arranged by Kevin Keller (formerly #208511) | from the motion picture Moulin Rouge | Print version | Available US and Canada *International customers may purchase a digital version of this arrangement through ",Kevin Keller,4,
211625,Come What May (TTBB) (arr. Keller),TTBB | Arranged by Kevin Keller (formerly #208512) | from the motion picture Moulin Rouge | Print version | Available US and Canada *International customers may purchase a digital version of this arrangement through ,Kevin Keller,4,
7621,Come With Me (TTBB) (arr. Stevens),"Arranged by: Stevens, Dave",Dave Stevens,1,
204501,"Come, Josephine, In My Flying Machine (TTBB) (arr. Szabo)","TTBB, arranged by Burt Szabo",Burt Szabo,3,
7662,Coney Island Washboard (TTBB) (arr. Barbershop Harmony Society),"TTBB, arranged by the Barbershop Harmony Society | from the Show Tunes series | Available in US",Barbershop Harmony Society,4,TTBB
206615,"Consider Yourself (from ""Oliver!"") (TTBB) (arr. Gentry)","TTBB, arranged by Tom Gentry | From the film Oliver! | Part of the BHS Showtunes Collection series | Available in US and Canada",Tom Gentry,3,
212488,Country Roads with Sunshine On My Shoulders (Medley) (SSAA) (arr. Jamison),"SSAA, for female voices | Arranged by Steve Jamison | Available in US and Canada",Steve Jamison,3,
212487,Country Roads with Sunshine On My Shoulders (Medley) (TTBB) (arr. Jamison),TTBB | Arranged by Steve Jamison (formerly #110450) | Available in US and Canada,Steve Jamison,3,
208744,Coventry Carol (TTBB) (arr. BHS),Arranged by: Unknown,Inc. SPEBSQSA,1,
212411,Crazy Little Thing Called Love (SSAA) (arr. Dale),"SSAA, for female voices | Arranged by Aaron Dale (formerly #201484) | Available in US, Canada, UK, Europe, Hong Kong, People's Republic of China, Taiwan, South Korea, Singapore, Thailand, Malaysia, Vietnam, Laos, Brunei, Burma, Cambodia, Indonesia, Philippines",Aaron Dale,4,
